pearson_r,target_positive_proportion,roc_auc,estimate__count__
0.66,0.55,284.86447034369183,352.0
0.66,0.56,0.8037733392435766,0.0
0.66,0.6,272.6085413443612,336.0
0.66,0.65,284.62288445818183,350.0
0.66,0.7,273.64011885070687,335.0
0.66,0.75,268.62450903049177,327.0
0.66,0.8,303.3489256816439,366.0
0.66,0.85,300.94563385438505,359.0
0.66,0.86,0.8429156959199924,0.0
0.66,0.9,287.2898837504305,337.0
0.66,0.95,336.377638969821,384.0
0.67,0.05,311.0129730123249,353.0
0.67,0.1,312.95847986624506,365.0
0.67,0.15,284.23768585372574,337.0
0.67,0.2,286.24315970105897,343.0
0.67,0.25,314.3648314053409,380.0
0.67,0.3,328.8122481839678,400.0
0.67,0.35,323.328969620977,395.0
0.67,0.4,283.8948215512684,348.0
0.67,0.45,314.4946712605417,386.0
0.67,0.5,274.45001542171286,337.0
0.67,0.55,307.30237604698993,377.0
0.67,0.6,269.3165483579501,330.0
0.67,0.65,307.61312428966,376.0
0.67,0.7,284.5012505367581,346.0
0.67,0.75,299.48824164655946,362.0
0.67,0.8,324.3972785276058,389.0
0.67,0.85,292.712190214897,347.0
0.67,0.9,282.9422987104495,330.0
0.67,0.95,308.30906878038223,350.0
0.68,0.05,300.95472881662965,340.0
0.68,0.1,308.72999300520803,358.0
0.68,0.15,295.19768543227656,348.0
0.68,0.2,282.7165936281347,337.0
0.68,0.25,334.3769206354531,402.0
0.68,0.3,299.4320160735206,362.0
0.68,0.35,296.4104010169074,360.0
0.68,0.4,267.7805975825177,326.0
0.68,0.45,277.1597827572555,338.0
0.68,0.5,291.7601875782582,356.0
0.68,0.55,281.1240770044819,343.0
0.68,0.6,257.8704188129067,314.0
0.68,0.65,302.2974304452034,367.0
0.68,0.7,275.5735773056225,333.0
0.68,0.75,299.5491917377421,360.0
0.68,0.8,297.82998110434187,355.0
0.68,0.85,285.84029901115906,337.0
0.68,0.9,298.97492861605366,347.0
0.68,0.95,328.510661484337,371.0
0.69,0.05,303.3693751520685,341.0
0.69,0.1,296.3970010259571,342.0
0.69,0.15,291.0576629564048,341.0
0.69,0.2,292.6984757771792,347.0
0.69,0.25,292.23314251338354,349.0
0.69,0.3,295.43367719235806,355.0
0.69,0.35,271.7245030864684,328.0
0.69,0.4,283.30770736673594,343.0
0.69,0.45,310.1923713401511,376.0
0.69,0.5,258.9975555663299,313.0
0.69,0.55,293.80567766990987,356.0
0.69,0.6,286.74278111003093,347.0
0.69,0.65,293.306677488608,354.0
0.69,0.7,303.72887877853697,365.0
0.69,0.75,297.1945586660314,355.0
0.69,0.8,276.8184535576717,328.0
0.69,0.85,294.52055850713435,345.0
0.69,0.9,299.205052719746,345.0
0.69,0.95,320.45629867070403,360.0
0.7,0.05,311.3795878776333,348.0
0.7,0.1,302.5565057578366,347.0
0.7,0.15,291.76945791684057,340.0
0.7,0.2,322.6700979987341,380.0
0.7,0.25,275.4151158600509,327.0
0.7,0.3,293.9772026951073,351.0
0.7,0.35,286.0238935915056,343.0
0.7,0.4,280.1863900157922,337.0
0.7,0.45,305.49835351454107,368.0
0.7,0.5,305.920689976761,369.0
0.7,0.55,311.2809322026818,375.0
0.7,0.6,297.56964652670763,358.0
0.7,0.65,295.081245785411,354.0
0.7,0.7,293.09619673829343,350.0
0.7,0.75,304.98534755146187,362.0
0.7,0.8,301.4869487284363,355.0
0.7,0.85,333.9408047180761,389.0
0.7,0.9,338.58871354369256,388.0
0.7,0.95,305.0752362869479,341.0
0.71,0.05,333.6075866541367,371.0
0.71,0.1,304.2912962398262,347.0
0.71,0.15,295.4028659042935,342.0
0.71,0.2,295.42280373316373,346.0
0.71,0.25,302.5324859370976,357.0
0.71,0.3,306.8402133873674,364.0
0.71,0.35,316.4257565072021,377.0
0.71,0.4,303.69203953162264,363.0
0.71,0.45,330.62263148163123,396.0
0.71,0.5,290.4346475198139,348.0
0.71,0.55,285.73818958912733,342.0
0.71,0.6,294.45490887954134,352.0
0.71,0.65,279.3322141033741,333.0
0.71,0.7,347.96815339198594,413.0
0.71,0.75,294.02149171515055,347.0
0.71,0.8,289.6522122346584,339.0
0.71,0.85,302.3194161127453,350.0
0.71,0.9,308.0874091644338,351.0
0.71,0.95,341.7515866991011,380.0
0.71,0.99,0.9476690211907164,0.0
0.72,0.05,305.46310338821377,338.0
0.72,0.1,316.48771587630114,359.0
0.72,0.15,303.8844219423132,350.0
0.72,0.2,289.43666218226707,337.0
0.72,0.25,302.63869212775774,355.0
0.72,0.3,313.5873696178156,370.0
0.72,0.35,310.6076213294515,368.0
0.72,0.4,303.84720706373633,361.0
0.72,0.45,275.7509846164949,328.0
0.72,0.5,257.8991095796422,307.0
0.72,0.55,263.095266687356,313.0
0.72,0.6,275.35821192744555,327.0
0.72,0.65,287.71968988212825,341.0
0.72,0.7,283.98704777091115,335.0
0.72,0.75,300.85557618193553,353.0
0.72,0.8,296.40316942786006,345.0
0.72,0.85,293.4402860211141,337.0
0.72,0.9,312.1224355728445,354.0
0.72,0.95,300.08395747498014,332.0
0.73,0.02,0.9293674057822456,0.0
0.73,0.05,344.2645082602701,379.0
0.73,0.1,348.38577899562864,393.0
0.73,0.15,325.0121238539273,372.0
0.73,0.2,325.8779731716516,377.0
0.73,0.25,307.0649048381796,358.0
0.73,0.3,338.58741976196035,397.0
0.73,0.35,291.2804686270636,343.0
0.73,0.4,318.6034118565528,376.0
0.73,0.45,300.11786860094577,355.0
0.73,0.5,322.8678320855077,382.0
0.73,0.55,288.4299415317936,341.0
0.73,0.6,315.9232269903358,373.0
0.73,0.65,289.5511957425731,341.0
0.73,0.7,313.88101387602387,368.0
0.73,0.75,293.26252057329634,342.0
0.73,0.8,293.856201539133,340.0
0.73,0.85,307.44797567357125,352.0
0.73,0.9,331.4191994571504,374.0
0.73,0.95,294.9545299688531,325.0
0.74,0.05,344.8817757915538,378.0
0.74,0.1,293.364071010991,329.0
0.74,0.15,328.4398171608489,374.0
0.74,0.2,311.0969141235588,358.0
0.74,0.25,282.0664659594744,327.0
0.74,0.3,327.84741226985886,382.0
0.74,0.35,295.5955343372656,346.0
0.74,0.4,314.35096749615496,369.0
0.74,0.45,319.92968668931707,376.0
0.74,0.5,296.08487655394424,348.0
0.74,0.55,317.4275344158735,373.0
0.74,0.6,285.3952862674655,335.0
0.74,0.65,283.63978832895725,332.0
0.74,0.7,301.99106232279826,352.0
0.74,0.75,288.1594327339332,334.0
0.74,0.8,265.16066371435824,304.0
0.74,0.85,335.4642166061134,382.0
0.74,0.9,303.73226230701096,341.0
0.74,0.95,310.31177530126047,340.0
0.75,0.05,324.6589591272541,354.0
0.75,0.1,301.1423334087459,336.0
0.75,0.15,317.11065362307494,359.0
0.75,0.2,288.5175428590929,330.0
0.75,0.25,336.8412060688373,388.0
0.75,0.26,0.8766814458357196,0.0
0.75,0.3,318.5804231743488,369.0
0.75,0.35,350.7651985712548,408.0
0.75,0.4,310.3721539776976,362.0
0.75,0.45,303.21140375906367,354.0
0.75,0.5,314.967193389254,368.0
0.75,0.55,301.44261496210163,352.0
0.75,0.6,301.8502222592459,352.0
0.75,0.65,280.2175910646514,326.0
0.75,0.7,327.99677561907936,380.0
0.75,0.75,304.6410974280874,351.0
0.75,0.8,330.32809064274915,378.0
0.75,0.85,322.4446342346432,365.0
0.75,0.9,287.62204281983884,321.0
0.75,0.95,312.5963341634708,341.0
0.76,0.05,322.38711615405623,350.0
0.76,0.1,293.48983041217883,326.0
0.76,0.15,303.8206061113045,342.0
0.76,0.2,334.1899843619308,380.0
0.76,0.25,296.88380066436264,340.0
0.76,0.3,306.6289393584032,353.0
0.76,0.35,293.4335957985415,339.0
0.76,0.4,305.47181261707664,354.0
0.76,0.45,293.8414830145545,341.0
0.76,0.5,289.39405139386866,336.0
0.76,0.55,289.4767540788016,336.0
0.76,0.6,320.1521730625377,371.0
0.76,0.65,312.4830296990917,361.0
0.76,0.7,313.42732485974005,361.0
0.76,0.75,325.6600345933669,373.0
0.76,0.8,299.0309125645604,340.0
0.76,0.85,316.2146125121811,356.0
0.76,0.9,319.6315869460698,355.0
0.76,0.95,310.3575822124416,337.0
0.76,0.99,0.957105381119682,0.0
0.77,0.05,312.73580987543346,338.0
0.77,0.1,299.62958006923907,331.0
0.77,0.15,330.51244529075706,370.0
0.77,0.2,282.2460029383752,319.0
0.77,0.25,319.74147139976856,364.0
0.77,0.3,326.847568348441,374.0
0.77,0.35,309.01682480290964,355.0
0.77,0.4,308.22052435109885,355.0
0.77,0.45,316.499943235544,365.0
0.77,0.5,315.4033726982763,364.0
0.77,0.55,305.29198131334647,352.0
0.77,0.6,305.5623922137143,352.0
0.77,0.63,0.8754986888060239,0.0
0.77,0.65,295.2184540858227,339.0
0.77,0.7,326.86601716630264,374.0
0.77,0.75,322.2682909123082,367.0
0.77,0.8,323.77804840947584,366.0
0.77,0.85,319.7372408013718,358.0
0.77,0.9,320.53072408537696,354.0
0.77,0.95,336.7335725124884,364.0
0.78,0.05,322.37217900867773,347.0
0.78,0.1,355.7460972062657,391.0
0.78,0.15,345.7483317754241,385.0
0.78,0.2,333.6541990232981,375.0
0.78,0.25,280.09218788706926,317.0
0.78,0.3,318.185875389126,362.0
0.78,0.35,302.18358945650147,345.0
0.78,0.4,310.91080988178686,356.0
0.78,0.45,294.9339715949181,338.0
0.78,0.5,317.4017653153523,364.0
0.78,0.55,280.10405900082515,321.0
0.78,0.6,314.5263642365728,360.0
0.78,0.65,301.29470102408544,344.0
0.78,0.7,322.6000999546254,367.0
0.78,0.75,313.58138920312933,355.0
0.78,0.8,336.2706619879758,378.0
0.78,0.85,333.24468753458484,371.0
0.78,0.9,313.0766741885369,344.0
0.78,0.95,355.0543152452716,382.0
0.79,0.05,325.717634926049,349.0
0.79,0.1,302.6416040171978,331.0
0.79,0.15,320.4022949537348,355.0
0.79,0.2,346.22228699444526,387.0
0.79,0.25,331.6157989918073,373.0
0.79,0.3,294.44639039288,333.0
0.79,0.35,331.2698785788621,376.0
0.79,0.4,306.6772631872756,349.0
0.79,0.45,294.9336128070314,336.0
0.79,0.5,296.5678664978554,338.0
0.79,0.55,301.91283190122385,344.0
0.79,0.6,316.45763439520755,360.0
0.79,0.65,322.5452406542568,366.0
0.79,0.7,325.55536359518345,368.0
0.79,0.75,323.5230222709,364.0
0.79,0.8,318.6317175101782,356.0
0.79,0.85,329.7131899287135,365.0
0.79,0.9,325.5699339668492,356.0
0.79,0.95,299.6406402080885,321.0
0.8,0.05,326.0979969827526,348.0
0.8,0.1,284.96491677071765,310.0
0.8,0.15,342.23535765859543,377.0
0.8,0.2,323.01172058373567,359.0
0.8,0.25,306.6008736047714,343.0
0.8,0.3,347.80240838405393,391.0
0.8,0.35,283.76765746714864,320.0
0.8,0.4,317.41230330006795,359.0
0.8,0.45,306.519246685775,347.0
0.8,0.5,324.7848526521088,368.0
0.8,0.55,289.5749266084366,328.0
0.8,0.6,313.9011070477333,355.0
0.8,0.65,312.9852204633454,353.0
0.8,0.66,0.8864085737007317,0.0
0.8,0.7,326.5350438760861,367.0
0.8,0.75,327.141135191254,366.0
0.8,0.8,309.5136325278437,344.0
0.8,0.85,356.7034736531585,393.0
0.8,0.9,333.57976186239017,363.0
0.8,0.95,350.3816550898096,374.0
0.81,0.05,347.26251381938454,369.0
0.81,0.1,316.69821156123294,343.0
0.81,0.11,0.9243657818238228,0.0
0.81,0.15,306.6515987836563,336.0
0.81,0.2,317.5832360201071,351.0
0.81,0.25,336.26949502268496,374.0
0.81,0.3,329.3598348587666,368.0
0.81,0.35,336.2600626567527,377.0
0.81,0.4,327.48026569768206,368.0
0.81,0.45,347.5372968770944,391.0
0.81,0.48,0.883452175027228,0.0
0.81,0.5,336.7280476633571,379.0
0.81,0.55,314.65123312637945,354.0
0.81,0.6,325.5983539863613,366.0
0.81,0.65,319.334136234977,358.0
0.81,0.7,295.2616572397361,330.0
0.81,0.75,323.7609954258364,360.0
0.81,0.8,309.5520486999999,342.0
0.81,0.85,326.6303284909357,358.0
0.81,0.9,335.3693086663833,363.0
0.81,0.95,322.8846492058305,343.0
0.82,0.05,300.5502947476352,318.0
0.82,0.1,330.4539716995053,356.0
0.82,0.15,286.1947933965956,312.0
0.82,0.2,318.44314949186406,350.0
0.82,0.25,307.4349293203413,340.0
0.82,0.3,343.0719317400986,381.0
0.82,0.35,331.125546119618,369.0
0.82,0.4,330.42836298148546,369.0
0.82,0.45,312.09924222318097,349.0
0.82,0.5,337.7648535451391,378.0
0.82,0.55,319.18339839909777,357.0
0.82,0.6,326.7544507655643,365.0
0.82,0.65,344.5128320658849,384.0
0.82,0.7,297.0499793845177,330.0
0.82,0.73,0.8997023919594496,0.0
0.82,0.75,321.01440838937503,355.0
0.82,0.8,296.63556650974465,326.0
0.82,0.85,342.1764669557671,373.0
0.82,0.9,349.81210879565333,377.0
0.82,0.95,346.79466278809804,367.0
0.83,0.05,330.1051841727195,348.0
0.83,0.1,313.3722207285064,336.0
0.83,0.15,340.39682633919875,369.0
0.83,0.2,314.746502080057,344.0
0.83,0.25,308.4193362613804,339.0
0.83,0.3,303.3349266714505,335.0
0.83,0.35,300.6169234249155,333.0
0.83,0.4,309.9253879062097,344.0
0.83,0.45,308.63066634414275,343.0
0.83,0.5,331.0256764654075,368.0
0.83,0.55,329.26951513728346,366.0
0.83,0.6,307.13920090373665,341.0
0.83,0.65,333.2040144198996,369.0
0.83,0.7,332.3625357338497,367.0
0.83,0.75,337.43015811270584,371.0
0.83,0.8,324.8540030751228,355.0
0.83,0.85,326.48237048143375,354.0
0.83,0.9,335.72441137629073,360.0
0.83,0.95,342.49900441321944,361.0
0.84,0.05,319.03692656488414,335.0
0.84,0.1,339.3119849357443,362.0
0.84,0.15,317.0883815318521,342.0
0.84,0.2,318.2999267050732,346.0
0.84,0.25,300.93055222660075,329.0
0.84,0.3,317.9210265575975,349.0
0.84,0.35,337.9473784019454,372.0
0.84,0.4,315.35734628182314,348.0
0.84,0.45,309.56336861622054,342.0
0.84,0.5,309.5828216921145,342.0
0.84,0.55,282.4529598205815,312.0
0.84,0.6,328.0395806718222,362.0
0.84,0.65,329.7295774296616,363.0
0.84,0.7,321.6770652935377,353.0
0.84,0.75,381.4534681405642,417.0
0.84,0.8,330.16662818643624,359.0
0.84,0.85,324.48505795581434,350.0
0.84,0.9,330.66106217503324,353.0
0.84,0.95,359.0052143754208,377.0
0.85,0.05,379.6331874908434,397.0
0.85,0.07,0.9519032195300609,0.0
0.85,0.1,345.52778247755055,367.0
0.85,0.15,350.30533687735743,376.0
0.85,0.2,306.15323738547573,331.0
0.85,0.25,326.6816791434789,355.0
0.85,0.3,312.427411048548,341.0
0.85,0.35,333.54731925992644,365.0
0.85,0.4,324.64469545940864,356.0
0.85,0.45,332.362088344952,365.0
0.85,0.5,343.33166821583586,377.0
0.85,0.55,331.6714847408028,364.0
0.85,0.6,306.452651997621,336.0
0.85,0.65,332.6055507817245,364.0
0.85,0.7,370.210809733001,404.0
0.85,0.75,325.6329768908972,354.0
0.85,0.8,333.00206854794965,360.0
0.85,0.85,334.50221090546404,359.0
0.85,0.9,347.29012581234247,369.0
0.85,0.95,369.0176529698235,386.0
0.86,0.04,0.9675199059910448,0.0
0.86,0.05,359.91458918828164,375.0
0.86,0.1,330.0770852173191,349.0
0.86,0.15,312.84437589672183,334.0
0.86,0.18,0.926988723832356,0.0
0.86,0.2,349.70297379886244,376.0
0.86,0.25,344.13848514384506,372.0
0.86,0.3,345.69297278464484,375.0
0.86,0.35,324.44633501254737,353.0
0.86,0.4,341.3780764716242,372.0
0.86,0.45,322.59518697715424,352.0
0.86,0.5,342.5765768593724,374.0
0.86,0.55,303.2515470648739,331.0
0.86,0.6,292.709589243346,319.0
0.86,0.65,336.33404477526847,366.0
0.86,0.7,291.20165251815297,316.0
0.86,0.75,312.7546641053305,338.0
0.86,0.78,0.9304191297640418,0.0
0.86,0.8,372.0840377548693,400.0
0.86,0.85,333.4130256116109,356.0
0.86,0.9,339.49127744763246,359.0
0.86,0.95,345.50041754146514,360.0
0.87,0.05,313.0636127142553,325.0
0.87,0.1,338.08353173706433,356.0
0.87,0.15,360.5107769269545,383.0
0.87,0.2,348.7880320699165,373.0
0.87,0.25,323.81463296614845,348.0
0.87,0.3,331.0204854297496,357.0
0.87,0.35,313.4438382063636,339.0
0.87,0.4,339.69825702120704,368.0
0.87,0.45,331.0588811261824,359.0
0.87,0.5,335.51596247933344,364.0
0.87,0.55,313.55365111326404,340.0
0.87,0.6,319.36814767702475,346.0
0.87,0.65,335.75462344033656,363.0
0.87,0.7,330.9741868384696,357.0
0.87,0.75,335.0182884967491,360.0
0.87,0.8,340.39298581736807,364.0
0.87,0.85,345.4206106875226,366.0
0.87,0.9,340.0347738714273,358.0
0.87,0.92,0.9547527425683816,0.0
0.87,0.95,359.2509896399024,373.0
0.88,0.05,367.2635695429652,380.0
0.88,0.1,327.2378338372699,343.0
0.88,0.15,310.29706019238563,328.0
0.88,0.2,336.5561453910837,358.0
0.88,0.25,325.6632283120949,348.0
0.88,0.3,345.1109869549495,370.0
0.88,0.35,318.1672694311189,342.0
0.88,0.4,317.573419977312,342.0
0.88,0.45,337.6628561435232,364.0
0.88,0.5,328.3474570470445,354.0
0.88,0.55,346.9933645586056,374.0
0.88,0.57,0.927708720053231,0.0
0.88,0.6,335.26793197937167,361.0
0.88,0.65,313.52465559726653,337.0
0.88,0.7,356.3200572434106,382.0
0.88,0.75,301.348915397304,322.0
0.88,0.8,315.9319009505795,335.0
0.88,0.85,356.53663393589613,377.0
0.88,0.9,347.32074095875777,363.0
0.88,0.95,336.3003124550167,348.0
0.89,0.05,372.3784072839728,384.0
0.89,0.1,331.531046505073,346.0
0.89,0.15,355.56741908524583,374.0
0.89,0.2,350.6473890136592,371.0
0.89,0.25,351.90640717727905,374.0
0.89,0.3,340.52021694324145,363.0
0.89,0.35,321.9138359487607,344.0
0.89,0.4,334.4810789181941,358.0
0.89,0.45,352.9394223693564,378.0
0.89,0.5,339.7096715449204,364.0
0.89,0.55,319.3255742718314,342.0
0.89,0.6,379.45928692637045,406.0
0.89,0.65,321.04951460871456,343.0
0.89,0.7,319.89802969659746,341.0
0.89,0.75,351.0488104449905,373.0
0.89,0.8,370.4753229968871,392.0
0.89,0.85,329.8356489213917,347.0
0.89,0.9,328.64592873870095,343.0
0.89,0.95,328.75732560840737,339.0
0.9,0.05,320.0978597676388,329.0
0.9,0.1,322.4008401448264,335.0
0.9,0.15,346.8764879570417,363.0
0.9,0.2,370.6024642125124,390.0
0.9,0.25,330.28203762034246,349.0
0.9,0.3,351.04380834580047,372.0
0.9,0.35,349.31764477169264,371.0
0.9,0.4,351.6898882246281,374.0
0.9,0.45,325.0247650805307,346.0
0.9,0.5,325.8736921211081,347.0
0.9,0.55,304.3647145398393,324.0
0.9,0.6,329.0738685725355,350.0
0.9,0.65,330.5144776276467,351.0
0.9,0.7,347.26392614206947,368.0
0.9,0.75,334.12110265734844,353.0
0.9,0.8,337.3401881318893,355.0
0.9,0.85,363.985063710638,381.0
0.9,0.9,326.2396512933201,339.0
0.9,0.95,310.41599460408736,319.0
0.91,0.05,348.3801512396357,357.0
0.91,0.1,341.0752299719,353.0
0.91,0.15,364.8469528346375,380.0
0.91,0.2,319.9669944820416,335.0
0.91,0.25,335.97940522388103,353.0
0.91,0.3,344.54268196271096,363.0
0.91,0.35,337.2103905635651,356.0
0.91,0.37,0.9461564024624458,0.0
0.91,0.4,348.11256994237664,368.0
0.91,0.45,347.8356316605227,368.0
0.91,0.5,294.8337416061465,312.0
0.91,0.55,354.4290651548839,375.0
0.91,0.6,353.75472744848923,374.0
0.91,0.65,348.6278084870893,368.0
0.91,0.7,335.0826233274402,353.0
0.91,0.75,355.9840139167366,374.0
0.91,0.8,338.25241173504656,354.0
0.91,0.85,352.2339034198677,367.0
0.91,0.9,362.40701558124937,375.0
0.91,0.95,372.8905273131091,382.0
0.92,0.01,0.99257003205325,0.0
0.92,0.05,348.507668296178,356.0
0.92,0.1,340.64205914300976,351.0
0.92,0.15,366.4858778806709,380.0
0.92,0.19,0.9633875767931476,0.0
0.92,0.2,311.11878271218643,324.0
0.92,0.25,337.8784934774068,353.0
0.92,0.3,347.5791432054347,364.0
0.92,0.35,345.915034178013,362.0
0.92,0.4,368.33584321923786,387.0
0.92,0.45,328.15210910249465,345.0
0.92,0.5,352.7839743337247,371.0
0.92,0.55,321.5016991722216,338.0
0.92,0.6,355.9605718726134,374.0
0.92,0.65,338.3075341012556,355.0
0.92,0.7,355.1278969000443,372.0
0.92,0.75,336.8959621424424,352.0
0.92,0.8,357.2866406893175,372.0
0.92,0.85,373.2927497831146,387.0
0.92,0.9,323.1411521829333,333.0
0.92,0.95,359.24427019146333,367.0
0.93,0.05,357.47033910047645,364.0
0.93,0.1,300.1061934598251,308.0
0.93,0.15,332.4330457006272,343.0
0.93,0.2,348.49856229159826,361.0
0.93,0.25,338.7138121242602,352.0
0.93,0.3,311.1801490374123,324.0
0.93,0.35,344.1954853078355,359.0
0.93,0.4,308.3873609551051,322.0
0.93,0.45,387.5835033666904,405.0
0.93,0.5,307.1093419655808,321.0
0.93,0.55,324.4430104684876,339.0
0.93,0.6,328.4536168214234,343.0
0.93,0.65,360.4941633823266,376.0
0.93,0.7,354.37790607041154,369.0
0.93,0.75,314.6740523393368,327.0
0.93,0.8,328.190248854585,340.0
0.93,0.85,339.19125639815417,350.0
0.93,0.9,348.8441037027181,358.0
0.93,0.95,358.41022412941834,365.0
0.94,0.05,338.7987304734791,344.0
0.94,0.1,391.2849832831362,400.0
0.94,0.15,332.9625494449042,342.0
0.94,0.2,343.45813199274875,354.0
0.94,0.25,367.7698429799792,380.0
0.94,0.3,319.6993003019471,331.0
0.94,0.35,317.2716416700537,329.0
0.94,0.4,317.9984197198979,330.0
0.94,0.45,321.6641293907188,334.0
0.94,0.5,345.7063295692846,359.0
0.94,0.52,0.9634735488047548,0.0
0.94,0.55,342.8359662649524,356.0
0.94,0.6,312.202831390752,324.0
0.94,0.65,330.8052332238731,343.0
0.94,0.7,339.0569669578706,351.0
0.94,0.75,361.98825808962215,374.0
0.94,0.8,352.1705585972309,363.0
0.94,0.85,384.5535895445298,395.0
0.94,0.9,364.86964558332966,373.0
0.94,0.95,336.8343465568253,342.0
0.95,0.05,351.5539967492946,356.0
0.95,0.1,357.4518667705296,364.0
0.95,0.15,337.4390052054723,345.0
0.95,0.2,347.2173449233237,356.0
0.95,0.25,346.42961963814616,356.0
0.95,0.3,368.1835829453895,379.0
0.95,0.35,346.4513086072761,357.0
0.95,0.4,341.2740237368505,352.0
0.95,0.45,367.26046442136254,379.0
0.95,0.5,342.02405051579126,353.0
0.95,0.55,311.0772378980751,321.0
0.95,0.6,365.48504997691936,377.0
0.95,0.65,322.1605378262216,332.0
0.95,0.7,354.6187541016324,365.0
0.95,0.75,395.1580681319222,406.0
0.95,0.8,318.95934720099973,327.0
0.95,0.85,356.023114864004,364.0
0.95,0.9,334.86706433628007,341.0
0.95,0.95,359.50390508369605,364.0
0.96,0.05,332.75223952799644,336.0
0.96,0.1,389.3483115259008,395.0
0.96,0.15,347.83787973495805,354.0
0.96,0.2,364.6739330988855,372.0
0.96,0.23,0.978664318628488,0.0
0.96,0.25,353.2612608702002,361.0
0.96,0.3,338.123563571287,346.0
0.96,0.35,368.0136428445541,377.0
0.96,0.4,318.0111949839179,326.0
0.96,0.45,341.32410296963286,350.0
0.96,0.5,375.41943582883033,385.0
0.96,0.54,0.9749724342844968,0.0
0.96,0.55,351.9846382729374,361.0
0.96,0.6,324.86593796633184,333.0
0.96,0.65,358.26248669450297,367.0
0.96,0.7,338.1429998141116,346.0
0.96,0.75,368.9192287662872,377.0
0.96,0.8,346.0532435131149,353.0
0.96,0.85,336.08480016312217,342.0
0.96,0.88,0.9836663825757576,0.0
0.96,0.9,371.6092121153504,377.0
0.96,0.95,380.2731163397076,383.0
0.97,0.05,366.3468498677205,369.0
0.97,0.1,368.0164630093624,371.0
0.97,0.15,338.542821796171,343.0
0.97,0.2,356.62142769137745,362.0
0.97,0.24,0.9823271780322802,0.0
0.97,0.25,358.09818186896155,364.0
0.97,0.3,344.00209051949275,350.0
0.97,0.35,356.52066965694576,363.0
0.97,0.4,350.4395453686919,357.0
0.97,0.45,323.83111491311223,330.0
0.97,0.5,319.90417791114123,326.0
0.97,0.55,314.0245228988049,320.0
0.97,0.6,347.46229023268603,354.0
0.97,0.65,358.4642817135511,365.0
0.97,0.7,379.39675903370494,386.0
0.97,0.75,347.3072583079395,353.0
0.97,0.8,357.6206589227124,363.0
0.97,0.85,353.37403026511885,358.0
0.97,0.9,340.3667134730599,344.0
0.97,0.95,351.47707387426624,354.0
0.98,0.05,354.34717879942593,356.0
0.98,0.1,356.49100205017464,359.0
0.98,0.15,377.6974635431058,381.0
0.98,0.2,321.805723615338,325.0
0.98,0.25,343.2500588425385,347.0
0.98,0.3,313.3500844516419,317.0
0.98,0.35,325.07007963722003,329.0
0.98,0.4,351.5928689580444,356.0
0.98,0.45,315.9824935584262,320.0
0.98,0.5,334.74868413850373,339.0
0.98,0.55,360.40759047034055,365.0
0.98,0.6,373.3520660709268,378.0
0.98,0.65,363.6048745243979,368.0
0.98,0.7,337.09422426465443,341.0
0.98,0.75,348.21130937529773,352.0
0.98,0.8,349.52716286312767,353.0
0.98,0.85,377.7457059270828,381.0
0.98,0.9,359.475949731527,362.0
0.98,0.95,361.2928034913753,363.0
0.99,0.05,378.1324054933242,379.0
0.99,0.1,334.8361792715671,336.0
0.99,0.15,347.50109107035416,349.0
0.99,0.2,341.328447869462,343.0
0.99,0.25,339.16004750394603,341.0
0.99,0.3,357.9362954561801,360.0
0.99,0.35,331.0052896411848,333.0
0.99,0.4,338.8966062565222,341.0
0.99,0.45,361.7141519969478,364.0
0.99,0.5,369.65186050746274,372.0
0.99,0.55,315.9947380417396,318.0
0.99,0.6,362.73441037693647,365.0
0.99,0.65,319.07959702550227,321.0
0.99,0.7,365.8929419392297,368.0
0.99,0.75,369.9950502417848,372.0
0.99,0.8,358.2382764215006,360.0
0.99,0.85,367.4080575727848,369.0
0.99,0.9,384.67923191290015,386.0
0.99,0.95,393.1055488261897,394.0
